rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,930899,156,8,3,candidate,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R11;r2=R10;r3=R9","benchmark_rexxcps_levelb_opt",509
349,3099,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | REQ_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c1,r2)","c1=label@16074;r1=R3;r2=R2;r3=R48;r4=R42","trace",16062
350,3099,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | REQ_REG_REG_REG(r3,r4,r5)","r1=R3;r2=R44;c1=int:1;c2=label@16074;r3=R2;r4=R48;r5=R42","trace",16058
351,3001,3,2,6,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LINKATTR1_REG_REG_INT(r4,r1,c2)","r1=R11;r2=R3;r3=R7;c1=int:-3;r4=R10;c2=int:4","_address",8017
352,3000,15,1,3,candidate,"BTOI_REG(r1) | ICOPY_REG_REG(r2,r1) | BR_ID(c1)","r1=R24;r2=R22;c1=label@17058","trace",17051
353,3000,15,1,4,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BTOI_REG(r1) | ICOPY_REG_REG(r3,r1)","r1=R24;r2=R29;c1=int:1;r3=R22","trace",17047
354,3000,2,2,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1)","r1=R61;c1=int:0;r2=R60;r3=R59","benchmark_rexxcps_levelb_opt",813
355,3000,15,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1)","r1=R29;c1=int:1;r2=R28;r3=R26;r4=R24","trace",17040
356,3000,15,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r3) | STRLEN_REG_REG(r4,r1)","r1=R26;c1=string@1497968;r2=R27;r3=R28;r4=R25","trace",17007
357,3000,15,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | STRLEN_REG_REG(r4,r1)","r1=R28;r2=R5;r3=R26;c1=string@1497968;r4=R27","trace",17004
358,3000,2,2,4,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r1) | BR_ID(c1)","r1=R61;r2=R60;r3=R59;c1=label@824","benchmark_rexxcps_levelb_opt",816
359,3000,15,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | ILT_REG_REG_INT(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R25;r2=R26;r3=R24;r4=R27;c1=int:2;c2=label@17028","trace",17013
360,3000,15,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | STRLEN_REG_REG(r3,r4) | ILT_REG_REG_INT(r5,r1,c1)","r1=R27;r2=R28;r3=R25;r4=R26;r5=R24;c1=int:2","trace",17010
361,3000,15,1,5,over_3_symbols,"STRPOS_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r1,c1) | BTOI_REG(r4)","r1=R29;r2=R28;r3=R26;r4=R24;c1=int:1","trace",17043
362,2900,1,1,5,over_3_symbols,"REQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | RET_REG(r4)","r1=R2;r2=R48;r3=R42;c1=label@16074;r4=R43","trace",16065
363,2831,4,3,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IADD_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1)","r1=R10;r2=R16;c1=int:2;r3=R17;c2=int:1","_address",8062
364,2807,7,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R8;r2=R18;r3=R16;c1=int:1","_address",5890
365,2806,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | INE_REG_REG_INT(r4,r2,c1)","r1=R11;r2=R4;r3=R21;r4=R22;c1=int:0","_address",15705
366,2806,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | NULL_REG(r4)","r1=R6;r2=R1;r3=R12;r4=R11","_address",15605
367,2806,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | INE_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R21;r3=R22;c1=int:0;c2=label@15719","_address",15707
368,2806,1,1,5,over_3_symbols,"NULL_REG(r1) | SETOBJUNINIT_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R1;r2=R3;c1=string@64;r3=R0;c2=int:0","_address",15521
369,2806,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | NULL_REG(r3) | SCOPY_REG_REG(r2,r1)","r1=R1;r2=R12;r3=R11","_address",15607
370,2804,4,2,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R7;r2=R63;r3=R2;r4=R65;r5=R15;r6=R67","_typedformat",18
371,2802,4,2,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4)","r1=R10;r2=R7;r3=R3;r4=R6","_address",8009
372,2802,4,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R73;c1=int:4;r2=R74;c2=int:256;r3=R75;c3=int:768","benchmark_rexxcps_levelb_opt",1580
373,2802,4,3,4,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R4;r2=R1;r3=R0;c1=int:0","_address",13723
374,2801,2,2,7,over_3_symbols,"BRF_ID_REG(c1,r1) | FNDNBLNK_REG_REG_REG(r2,r3,r4) | ILT_REG_REG_INT(r5,r2,c2)","c1=label@1142;r1=R53;r2=R54;r3=R58;r4=R59;r5=R52;c2=int:0","benchmark_rexxcps_levelb_opt",1059
375,2801,2,2,6,over_3_symbols,"ILT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | FNDNBLNK_REG_REG_REG(r4,r5,r2)","r1=R53;r2=R59;r3=R57;c1=label@1142;r4=R54;r5=R58","benchmark_rexxcps_levelb_opt",1055
376,2801,2,2,5,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | SETSTRPOS_REG_REG(r4,r3) | SUBSTRING_REG_REG_REG(r5,r4,r1)","r1=R55;r2=R56;r3=R54;r4=R58;r5=R60","benchmark_rexxcps_levelb_opt",1106
377,2801,2,2,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_STRING(r2,c2) | ILT_REG_REG_REG(r3,r4,r5)","r1=R55;c1=int:0;r2=R60;c2=string@464;r3=R53;r4=R59;r5=R57","benchmark_rexxcps_levelb_opt",1049
378,2801,2,2,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | ILT_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2)","r1=R60;c1=string@464;r2=R53;r3=R59;r4=R57;c2=label@1142","benchmark_rexxcps_levelb_opt",1052
379,2800,2,1,4,over_3_symbols,"BCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1)","r1=R27;r2=R33;r3=R35;c1=int:9","_address",9116
380,2800,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | GETATTRS_REG_REG_INT(r2,r3,c2) | IADD_REG_REG_INT(r2,r2,c3)","c1=label@5549;r1=R109;r2=R107;r3=R24;c2=int:0;c3=int:1","parseExec",5520
381,2800,1,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c2,r2)","c1=label@1260;r1=R61;r2=R13;r3=R59;c2=string@30424","benchmark_rexxcps_levelb_opt",1179
382,2800,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | IADD_REG_REG_INT(r3,r4,c3)","c1=label@4671;r1=R110;r2=R120;c2=string@28800;r3=R112;r4=R118;c3=int:1","parseExec",4659
383,2800,2,2,5,over_3_symbols,"BRTPANDT_ID_REG_INT(c1,r1,c2) | LOAD_REG_STRING(r1,c3) | SETTP_REG_INT(r1,c4)","c1=label@15244;r1=R9;c2=int:256;c3=string@28800;c4=int:0","_address",15234
384,2800,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c2,r2)","c1=label@1266;r1=R65;r2=R13;r3=R61;c2=string@30424","benchmark_rexxcps_levelb_opt",766
385,2800,2,1,7,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | CONCAT_REG_REG_STRING(r3,r1,c2) | LOAD_REG_INT(r4,c3)","r1=R61;r2=R42;c1=string@64944;r3=R69;c2=string@17560;r4=R67;c3=int:2","benchmark_rexxcps_levelb_opt",1305
386,2800,2,1,7,over_3_symbols,"CONCAT_REG_REG_STRING(r1,r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R69;r2=R61;c1=string@17560;r3=R67;c2=int:2;r4=R8;c3=int:256","benchmark_rexxcps_levelb_opt",1309
387,2800,1,1,4,over_3_symbols,"CONCAT_REG_STRING_REG(r1,c1,r2) | ITOS_REG(r2) | CONCAT_REG_STRING_REG(r3,c1,r2)","r1=R59;c1=string@30424;r2=R13;r3=R56","benchmark_rexxcps_levelb_opt",1184
388,2800,2,1,3,candidate,"COPY_REG_REG(r1,r2) | ASSERTTYPE_REG_STRING(r1,c1) | UNLINK_REG(r2)","r1=R37;r2=R38;c1=string@10","_address",14075
389,2800,1,1,3,candidate,"DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R56;c1=decimal@62552;r2=R60","benchmark_rexxcps_levelb_opt",1218
390,2800,1,1,3,candidate,"DCOPY_REG_REG(r1,r2) | DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1)","r1=R61;r2=R25;c1=string@45128","benchmark_rexxcps_levelb_opt",838
391,2800,1,1,5,over_3_symbols,"DGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | ITOS_REG(r4)","r1=R65;r2=R25;r3=R66;c1=label@1266;r4=R13","benchmark_rexxcps_levelb_opt",762
392,2800,1,1,5,over_3_symbols,"DLT_REG_REG_DECIMAL(r1,r2,c1) | BRF_ID_REG(c2,r1) | ITOS_REG(r3)","r1=R61;r2=R25;c1=decimal@61760;c2=label@1260;r3=R13","benchmark_rexxcps_levelb_opt",1175
393,2800,1,1,3,candidate,"DTOS_REG(r1) | LOAD_REG_INT(r2,c1) | STRLEN_REG_REG(r2,r1)","r1=R60;r2=R61;c1=int:0","benchmark_rexxcps_levelb_opt",811
394,2800,1,1,3,candidate,"DTOS_REG(r1) | REQ_REG_REG_STRING(r1,r1,c1) | BRF_ID_REG(c2,r1)","r1=R61;c1=string@45128;c2=label@852","benchmark_rexxcps_levelb_opt",841
395,2800,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ISUB_REG_REG_INT(r1,r3,c1)","r1=R61;r2=R60;r3=R59;c1=int:1","benchmark_rexxcps_levelb_opt",824
396,2800,2,2,4,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R60;r2=R61;r3=R47;c1=int:3","benchmark_rexxcps_levelb_opt",687
397,2800,2,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ICOPY_REG_REG(r2,r3) | IEQ_REG_REG_INT(r4,r2,c1)","r1=R19;r2=R4;r3=R28;r4=R29;c1=int:0","_address",13977
398,2800,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ISUB_REG_REG_INT(r2,r3,c1) | BLE_ID_REG_INT(c2,r2,c3)","r1=R60;r2=R61;r3=R59;c1=int:1;c2=label@838;c3=int:17","benchmark_rexxcps_levelb_opt",826
399,2800,2,1,2,candidate,"ENDLIFE_REG(r1) | NULL_REG(r1) | BCOPY_REG_REG(r2,r1)","r1=R89;r2=R87","benchmark_rexxcps_levelb_opt",1738
400,2800,1,1,7,over_3_symbols,"FNDBLNK_REG_REG_REG(r1,r2,r3) | IEQ_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R56;r2=R58;r3=R54;r4=R52;r5=R61;c1=int:1;c2=label@1122","benchmark_rexxcps_levelb_opt",1085
401,2800,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | FNDBLNK_REG_REG_REG(r2,r3,r4) | IEQ_REG_REG_INT(r5,r1,c1)","r1=R61;c1=int:1;r2=R56;r3=R58;r4=R54;r5=R52","benchmark_rexxcps_levelb_opt",1081
402,2800,1,1,7,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | GETATTRS_REG_REG_INT(r4,r5,c2)","r1=R109;r2=R4;r3=R27;c1=label@5549;r4=R107;r5=R24;c2=int:0","parseExec",5516
403,2800,1,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r4,c2)","r1=R110;r2=R116;r3=R118;c1=label@4671;r4=R120;c2=string@28800","parseExec",4655
404,2800,1,1,3,candidate,"ITOS_REG(r1) | CONCAT_REG_STRING_REG(r2,c1,r1) | ITOS_REG(r1)","r1=R13;r2=R59;c1=string@30424","benchmark_rexxcps_levelb_opt",1182
405,2800,2,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r4,r1) | ASSERTTYPE_REG_STRING(r4,c1)","r1=R38;r2=R43;r3=R4;r4=R37;c1=string@10","_address",14071
406,2800,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | LOAD_REG_STRING(r4,c1) | SCOPY_REG_REG(r1,r4)","r1=R106;r2=R24;r3=R107;r4=R105;c1=string@28800","parseExec",5535
407,2800,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ISUB_REG_REG_REG(r2,r3,r1) | BGE_ID_REG_INT(c2,r2,c1)","r1=R53;c1=int:0;r2=R61;r3=R51;c2=label@908","benchmark_rexxcps_levelb_opt",894
408,2800,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | IADD_REG_REG_INT(r2,r3,c2) | BR_ID(c3)","r1=R120;c1=string@28800;r2=R112;r3=R118;c2=int:1;c3=label@4796","parseExec",4662
409,2800,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | SCOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R105;c1=string@28800;r2=R106","parseExec",5539
410,2800,1,1,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | STRLEN_REG_REG(r2,r1) | IEQ_REG_REG_INT(r3,r2,c2)","r1=R58;c1=string@30304;r2=R57;r3=R53;c2=int:0","benchmark_rexxcps_levelb_opt",1019
411,2800,2,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | COPY_REG_REG(r4,r3)","r1=R43;r2=R4;c1=int:0;r3=R38;r4=R37","_address",14067
412,2800,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LOAD_REG_STRING(r4,c2)","r1=R24;r2=R107;c1=int:0;r3=R106;r4=R105;c2=string@28800","parseExec",5531
413,2800,2,1,5,over_3_symbols,"NULL_REG(r1) | LOAD_REG_INT(r2,c1) | CALL_REG_FUNC_REG(r3,c2,r2)","r1=R1;r2=R0;c1=int:0;r3=R5;c2=func@12160","_address",13725
414,2800,1,1,3,candidate,"NULL_REG(r1) | LOAD_REG_STRING(r2,c1) | STRLEN_REG_REG(r1,r2)","r1=R57;r2=R58;c1=string@30304","benchmark_rexxcps_levelb_opt",1017
415,2800,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1)","r1=R56;r2=R53;c1=decimal@62552","benchmark_rexxcps_levelb_opt",1213
416,2800,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DGT_REG_REG_REG(r1,r3,r1)","r1=R61;r2=R58;r3=R25","benchmark_rexxcps_levelb_opt",794
417,2800,2,1,4,over_3_symbols,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r3,c1)","r1=R44;r2=R77;r3=R73;c1=int:0","benchmark_rexxcps_levelb_opt",1618
418,2800,2,1,5,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | SETOBJTYPE_REG_STRING(r1,c2) | LOAD_REG_INT(r2,c3)","r1=R6;c1=int:7;c2=string@16;r2=R8;c3=int:0","_address",7960
419,2800,2,2,5,over_3_symbols,"SETNUMSTD_INT(c1) | BRTPANDT_ID_REG_INT(c2,r1,c3) | LOAD_REG_STRING(r1,c4)","c1=int:1;c2=label@15244;r1=R9;c3=int:256;c4=string@28800","_address",15232
420,2800,2,1,6,over_3_symbols,"SETOBJTYPE_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R6;c1=string@16;r2=R8;c2=int:0;r3=R7;c3=int:4","_address",7963
421,2800,2,1,6,over_3_symbols,"SETOBJUNINIT_REG_STRING(r1,c1) | SETOBJUNINIT_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3)","r1=R18;c1=string@61;r2=R20;c2=string@60;r3=R10;c3=int:0","_address",8982
422,2800,2,1,4,over_3_symbols,"SETTP_REG_INT(r1,c1) | SETTP_REG_INT(r2,c1) | SETTP_REG_INT(r3,c1)","r1=R86;c1=int:256;r2=R87;r3=R88","benchmark_rexxcps_levelb_opt",1841
423,2800,1,1,3,candidate,"STOD_REG(r1) | DADD_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1)","r1=R56;c1=decimal@62552;r2=R60","benchmark_rexxcps_levelb_opt",1216
424,2800,1,1,3,candidate,"STOD_REG(r1) | DGT_REG_REG_REG(r1,r2,r1) | BRF_ID_REG(c1,r1)","r1=R61;r2=R25;c1=label@808","benchmark_rexxcps_levelb_opt",797
425,2800,1,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | DEQ_REG_REG_DECIMAL(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R4;r2=R58;r3=R60;r4=R25;c1=decimal@62984;c2=label@1260","benchmark_rexxcps_levelb_opt",1246
426,2799,1,1,4,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | RET_INT(c1)","r1=R22;r2=R4;c1=int:0;c2=label@15719","_address",15710
427,2702,3,2,5,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | LOAD_REG_INT(r3,c2)","r1=R60;c1=string@66672;r2=R73;r3=R71;c2=int:2","benchmark_rexxcps_levelb_opt",1361
428,2700,2,1,5,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c2)","c1=label@1424;r1=R67;r2=R60;c2=string@66672;r3=R73","benchmark_rexxcps_levelb_opt",1358
429,2700,2,1,3,candidate,"DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1) | DTOS_REG(r2)","r1=R73;c1=decimal@41944;r2=R61","benchmark_rexxcps_levelb_opt",1391
430,2700,2,1,6,over_3_symbols,"RNE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_STRING(r3,c3)","r1=R67;r2=R42;c1=string@26184;c2=label@1424;r3=R60;c3=string@66672","benchmark_rexxcps_levelb_opt",1354
431,2700,2,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOD_REG(r1) | DMULT_REG_REG_DECIMAL(r1,r1,c1)","r1=R73;r2=R57;c1=decimal@41944","benchmark_rexxcps_levelb_opt",1386
432,2700,2,1,3,candidate,"STOD_REG(r1) | DMULT_REG_REG_DECIMAL(r1,r1,c1) | DCOPY_REG_REG(r2,r1)","r1=R73;c1=decimal@41944;r2=R61","benchmark_rexxcps_levelb_opt",1389
433,2400,12,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | INE_REG_REG_INT(r3,r4,c1)","r1=R26;r2=R25;r3=R29;r4=R22;c1=int:0","trace",17064
434,2400,12,1,5,over_3_symbols,"ENDLIFE_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R25;r2=R29;r3=R22;c1=int:0;c2=label@17080","trace",17066
435,1815,17,3,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_STRING(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R86;r2=R85;r3=R84;c1=string@77784;r4=R83;c2=int:1","benchmark_rexxcps_levelb_opt",1795
436,1800,3,2,4,over_3_symbols,"BRT_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3)","c1=label@2172;r1=R46;r2=R11;r3=R10","benchmark_rexxcps_levelb_opt",506
437,1800,5,2,5,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRT_ID_REG(c2,r1) | REQ_REG_REG_STRING(r1,r2,c3)","r1=R27;r2=R5;c1=string@1500288;c2=label@17173;c3=string@1500328","trace",17162
438,1602,4,2,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SETTP_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R30;r2=R15;r3=R32;c1=int:512;r4=R33;c2=int:0","benchmark_rexxcps_levelb_opt",113
439,1601,2,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_STRING(r2,c1)","r1=R5;r2=R4;c1=string@28800","trace",12355
440,1600,3,1,3,candidate,"BRF_ID_REG(c1,r1) | BPOFF() | BR_ID(c2)","c1=label@441;r1=R39;c2=label@471","benchmark_rexxcps_levelb_opt",435
441,1600,1,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | COPY_REG_REG(r3,r4)","c1=label@12450;r1=R5;r2=R29;c2=int:0;r3=R7;r4=R30","trace",12439
442,1600,1,1,2,candidate,"COPY_REG_REG(r1,r2) | BPOFF() | RET()","r1=R7;r2=R30","trace",12445
443,1600,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | REQ_REG_REG_STRING(r3,r4,c1) | BRF_ID_REG(c2,r3)","r1=R30;r2=R6;r3=R5;r4=R2;c1=string@1499280;c2=label@12450","trace",12432
444,1600,2,2,5,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULL_REG(r4)","r1=R46;r2=R13;r3=R45;c1=label@2172;r4=R11","benchmark_rexxcps_levelb_opt",502
445,1600,1,1,4,over_3_symbols,"LOAD_REG_INT(r1,c1) | COPY_REG_REG(r2,r3) | BPOFF()","r1=R29;c1=int:0;r2=R7;r3=R30","trace",12442
446,1600,1,1,6,over_3_symbols,"LOAD_REG_STRING(r1,c1) | COPY_REG_REG(r2,r3) | LOAD_REG_INT(r4,c2)","r1=R32;c1=string@28800;r2=R6;r3=R30;r4=R4;c2=int:0","trace",12318
447,1600,1,1,3,candidate,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c1) | RET()","r1=R0;c1=string@464;r2=R2","benchmark_rexxcps_levelb_opt",5626
448,1600,3,1,4,over_3_symbols,"REQ_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | BPOFF()","r1=R39;r2=R36;c1=string@23712;c2=label@441","benchmark_rexxcps_levelb_opt",431
449,1600,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c2) | LOAD_REG_STRING(r1,c3)","c1=int:1;c2=int:2;r1=R0;c3=string@464","benchmark_rexxcps_levelb_opt",5622
450,1600,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_STRING(r1,c2) | LOAD_REG_STRING(r2,c2)","c1=int:2;r1=R0;c2=string@464;r2=R2","benchmark_rexxcps_levelb_opt",5624
451,1600,1,1,5,over_3_symbols,"SWAP_REG_REG(r1,r2) | REQ_REG_REG_STRING(r2,r3,c1) | BRF_ID_REG(c2,r2)","r1=R39;r2=R5;r3=R2;c1=string@28800;c2=label@12318","trace",12304
452,1600,1,1,5,over_3_symbols,"UNLINK_REG(r1) | COPY_REG_REG(r2,r3) | REQ_REG_REG_STRING(r1,r4,c1)","r1=R5;r2=R30;r3=R6;r4=R2;c1=string@1499280","trace",12430
453,1500,1,1,2,candidate,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1)","c1=int:1;r1=R2","trace",18455
454,1500,1,1,4,over_3_symbols,"SETNUMSTD_INT(c1) | LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2)","c1=int:1;r1=R2;r2=R14;c2=int:256","trace",18457
455,1431,3,2,6,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c2)","r1=R22;r2=R24;c1=int:1;r3=R25;r4=R37;c2=int:16","trace",6540
456,1431,3,2,5,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | ICOPY_REG_REG(r2,r4)","r1=R24;r2=R25;r3=R37;c1=int:16;r4=R22","trace",6544
457,1414,11,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R7;r2=R1;c1=int:2;r3=R3","_address",5803
458,1407,2,1,6,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","c1=label@9066;r1=R27;r2=R0;c2=int:1;r3=R1;c3=int:256","_address",9038
459,1407,2,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | COPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R32;r2=R35;r3=R4;r4=R3","_address",15849
460,1407,2,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | COPY_REG_REG(r3,r4)","r1=R35;r2=R4;c1=int:0;r3=R32;r4=R3","_address",15845
461,1407,2,1,6,over_3_symbols,"SETTP_REG_INT(r1,c1) | SWAP_REG_REG(r2,r1) | SRCMETHODSEL_REG_REG_STRING(r3,r4,c2)","r1=R25;c1=int:256;r2=R32;r3=R21;r4=R30;c2=string@5","_address",15801
462,1407,2,1,6,over_3_symbols,"SWAP_REG_REG(r1,r2) | SRCMETHODSEL_REG_REG_STRING(r3,r4,c1) | DCALL_REG_REG_REG(r3,r3,r5)","r1=R32;r2=R25;r3=R21;r4=R30;c1=string@5;r5=R29","_address",15804
463,1407,6,1,4,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SCOPY_REG_REG(r1,r3)","r1=R8;r2=R16;c1=int:1;r3=R18","_address",5884
464,1402,2,2,3,candidate,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r1,c1)","r1=R7;r2=R10;c1=int:0","_address",7997
