rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,10300000,70,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | SWAP_REG_REG(r7,r8)","r1=R25;r2=R16;r3=R26;r4=R20;r5=R27;r6=R21;r7=R28;r8=R19","rxjson",1169
186,5000,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | ICOPY_REG_REG(r4,r5)","c1=label@12643;r1=R82;r2=R110;c2=int:1;r3=R111;c3=int:5;r4=R112;r5=R51","rxjson",12628
187,5000,1,1,8,over_3_symbols,"BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_STRING(r3,c3) | LOAD_REG_INT(r4,c4)","c1=label@135;r1=R4;r2=R7;c2=string@3224;r3=R8;c3=string@5336;r4=R6;c4=int:2","benchmark_json_parser_opt",79
188,5000,1,1,5,over_3_symbols,"BRT_ID_REG(c1,r1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","c1=label@10977;r1=R35;r2=R31;r3=R30;r4=R28","rxjson",10752
189,5000,1,1,6,over_3_symbols,"COPY_REG_REG(r1,r2) | ILTE_REG_REG_REG(r3,r4,r1) | BRF_ID_REG(c1,r3) | NULL_REG(r5)","r1=R3;r2=R11;r3=R8;r4=R1;c1=label@11055;r5=R13","rxjson",9225
190,5000,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2) | SWAP_REG_REG(r5,r4)","r1=R5;r2=R23;r3=R24;c1=int:5;r4=R16;c2=int:256;r5=R25","rxjson",1160
191,5000,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ENDLIFE_REG(r3) | ICOPY_REG_REG(r4,r5)","r1=R19;r2=R20;r3=R21;r4=R7;r5=R37","rxjson",1457
192,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | ICOPY_REG_REG(r3,r4) | BGT_ID_REG_INT(c1,r3,c2)","r1=R20;r2=R21;r3=R7;r4=R37;c1=label@1472;c2=int:0","rxjson",1459
193,5000,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | IEQ_REG_REG_INT(r1,r3,c1) | BRF_ID_REG(c2,r1)","r1=R36;r2=R35;r3=R34;c1=int:0;c2=label@10727","rxjson",10711
194,5000,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | IGT_REG_REG_REG(r1,r3,r4) | BRT_ID_REG(c1,r1)","r1=R35;r2=R34;r3=R36;r4=R33;c1=label@10977","rxjson",10744
195,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | RGTE_REG_REG_STRING(r5,r3,c1)","r1=R18;r2=R17;r3=R34;r4=R16;r5=R31;c1=string@324776","rxjson",10923
196,5000,1,1,5,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r3)","r1=R24;r2=R23;r3=R9;r4=R22;r5=R36","rxjson",10630
197,5000,1,1,4,over_3_symbols,"ENDLIFE_REG(r1) | IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1)","r1=R34;r2=R30;c1=int:0;c2=label@10974","rxjson",10957
198,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | IEQ_REG_REG_INT(r2,r2,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r3,r4)","r1=R28;r2=R55;c1=int:1;c2=label@14759;r3=R21;r4=R45","rxjson",14747
199,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | IGT_REG_REG_REG(r2,r3,r4) | BRT_ID_REG(c1,r2) | NULL_REG(r5)","r1=R34;r2=R35;r3=R36;r4=R33;c1=label@10977;r5=R31","rxjson",10746
200,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | ILT_REG_REG_REG(r1,r3,r4) | BRF_ID_REG(c2,r1)","r1=R19;r2=R34;c1=int:0;r3=R27;r4=R37;c2=label@1592","rxjson",1572
201,5000,1,1,3,candidate,"ENDLIFE_REG(r1) | NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3)","r1=R38;r2=R36;r3=R33","rxjson",10435
202,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | RGTE_REG_REG_STRING(r4,r2,c1) | BRF_ID_REG(c2,r4)","r1=R17;r2=R34;r3=R16;r4=R31;c1=string@324776;c2=label@10941","rxjson",10925
203,5000,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | SCOPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r2) | LOAD_REG_INT(r5,c1)","r1=R23;r2=R9;r3=R22;r4=R36;r5=R38;c1=int:0","rxjson",10632
204,5000,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | IEQ_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2) | IEQ_REG_REG_INT(r2,r5,c3)","r1=R103;c1=int:1;r2=R82;r3=R60;r4=R55;c2=label@12628;r5=R110;c3=int:0","rxjson",12613
205,5000,1,1,6,over_3_symbols,"IADD_REG_REG_INT(r1,r1,c1) | MINATTRS_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_REG(r3,r2,r1) | LOAD_REG_INT(r4,c2)","r1=R0;c1=int:1;r2=R41;c2=int:0;r3=R38;r4=R36","rxjson",10661
206,5000,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | ILT_REG_REG_REG(r7,r1,r5)","r1=R27;r2=R20;c1=int:1;r3=R42;r4=R33;r5=R43;r6=R28;r7=R18","rxjson",1499
207,5000,1,1,7,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r3,r1) | BCMPB_REG_REG_REG(r3,r4,r5) | IEQ_REG_REG_INT(r3,r3,c2)","r1=R54;r2=R30;c1=int:1;r3=R26;r4=R38;r5=R28;c2=int:0","rxjson",14590
208,5000,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ENDLIFE_REG(r2) | IEQ_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c1,r3)","r1=R21;r2=R45;r3=R57;r4=R84;r5=R85;c1=label@14771","rxjson",14756
209,5000,1,1,9,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IADD_REG_REG_INT(r3,r4,c1) | COPY_REG_REG(r5,r6) | ICOPY_REG_REG(r7,r8)","r1=R37;r2=R1;r3=R27;r4=R20;c1=int:1;r5=R42;r6=R33;r7=R43;r8=R28","rxjson",1496
210,5000,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IADD_REG_REG_INT(r5,r1,c1) | COPY_REG_REG(r6,r7)","r1=R20;r2=R3;r3=R37;r4=R1;r5=R27;c1=int:1;r6=R42;r7=R33","rxjson",1493
211,5000,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6) | IADD_REG_REG_INT(r7,r3,c1)","r1=R28;r2=R5;r3=R20;r4=R3;r5=R37;r6=R1;r7=R27;c1=int:1","rxjson",1490
212,5000,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1) | BR_ID(c2)","r1=R112;r2=R51;r3=R113;r4=R103;r5=R82;c1=int:1;c2=label@12668","rxjson",12637
213,5000,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ILTE_REG_REG_REG(r3,r2,r4) | BRF_ID_REG(c1,r3) | NULL_REG(r5)","r1=R10;r2=R1;r3=R36;r4=R3;c1=label@10435;r5=R35","rxjson",10228
214,5000,1,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | ISUB_REG_REG_REG(r3,r4,r2) | LOAD_REG_STRING(r5,c1) | LOAD_REG_INT(r6,c2)","r1=R27;r2=R10;r3=R35;r4=R1;r5=R34;c1=string@321248;r6=R31;c2=int:0","rxjson",10454
215,5000,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r1,r3,r4)","r1=R38;r2=R36;r3=R42;r4=R0;c1=int:0","rxjson",10676
216,5000,1,1,6,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r3,r4,c1) | LINKATTR1_REG_REG_REG(r5,r3,r4)","r1=R33;r2=R31;r3=R44;r4=R0;c1=int:0;r5=R38","rxjson",11030
217,5000,1,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r2,r3) | ENDLIFE_REG(r3)","r1=R55;c1=int:1;c2=label@14759;r2=R21;r3=R45","rxjson",14749
218,5000,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r1,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c3) | ICOPY_REG_REG(r3,r2)","r1=R26;c1=int:0;c2=label@14616;r2=R24;c3=int:1;r3=R55","rxjson",14601
219,5000,1,1,5,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c1) | ICOPY_REG_REG(r3,r2)","r1=R34;r2=R30;c1=int:0;c2=label@10974;r3=R35","rxjson",10959
220,5000,1,1,7,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r2,c3) | LOAD_REG_INT(r3,c4)","r1=R82;r2=R110;c1=int:0;c2=label@12643;c3=int:1;r3=R111;c4=int:5","rxjson",12624
221,5000,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | NULL_REG(r3) | NULL_REG(r4)","r1=R38;r2=R2;c1=int:5;c2=label@1940;r3=R26;r4=R25","rxjson",1472
222,5000,1,1,7,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_INT(r1,r4,c2) | BRF_ID_REG(c3,r1)","r1=R82;r2=R60;r3=R55;c1=label@12628;r4=R110;c2=int:0;c3=label@12643","rxjson",12617
223,5000,1,1,8,over_3_symbols,"IEQ_REG_REG_REG(r1,r2,r3) | BRF_ID_REG(c1,r1) | IEQ_REG_REG_REG(r4,r5,r3) | BRTF_ID_ID_REG(c2,c3,r4)","r1=R21;r2=R36;r3=R23;c1=label@10569;r4=R19;r5=R35;c2=label@10575;c3=label@10580","rxjson",10554
224,5000,1,1,8,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | LOAD_REG_STRING(r4,c2) | LOAD_REG_STRING(r5,c3)","r1=R4;r2=R5;r3=R1;c1=label@135;r4=R7;c2=string@3224;r5=R8;c3=string@5336","benchmark_json_parser_opt",75
225,5000,1,1,6,over_3_symbols,"IGT_REG_REG_REG(r1,r2,r3) | BRT_ID_REG(c1,r1) | NULL_REG(r4) | NULL_REG(r5)","r1=R35;r2=R36;r3=R33;c1=label@10977;r4=R31;r5=R30","rxjson",10748
226,5000,1,1,9,over_3_symbols,"ISUB_REG_REG_REG(r1,r2,r3) | LOAD_REG_STRING(r4,c1) | LOAD_REG_INT(r5,c2) | LOAD_REG_STRING(r6,c3)","r1=R35;r2=R1;r3=R10;r4=R34;c1=string@321248;r5=R31;c2=int:0;r6=R28;c3=string@31136","rxjson",10457
227,5000,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r1,r4) | UNLINK_REG(r1) | SCOPY_REG_REG(r1,r4)","r1=R38;r2=R42;r3=R0;r4=R9","rxjson",10685
228,5000,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r4,r5) | STOBIN_REG(r4) | BCOPY_REG_REG(r1,r4)","r1=R38;r2=R44;r3=R0;r4=R36;r5=R9","rxjson",11039
229,5000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | BLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c2)","r1=R23;c1=int:0;r2=R22;r3=R5;r4=R24;c2=int:5","rxjson",1154
230,5000,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | MINATTRS_REG_REG_INT(r3,r4,c1)","r1=R36;c1=int:0;r2=R38;r3=R42;r4=R0","rxjson",10673
231,5000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | MINATTRS_REG_REG_INT(r3,r4,c2)","r1=R31;c1=int:-1;r2=R33;r3=R44;r4=R0;c2=int:0","rxjson",11027
232,5000,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | ICOPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | LOAD_REG_INT(r6,c2)","r1=R111;c1=int:5;r2=R112;r3=R51;r4=R113;r5=R103;r6=R82;c2=int:1","rxjson",12634
233,5000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | ILT_REG_REG_REG(r2,r3,r4) | BRF_ID_REG(c2,r2) | BGETU8_REG_REG_REG(r2,r5,r3)","r1=R34;c1=int:0;r2=R19;r3=R27;r4=R37;c2=label@1592;r5=R33","rxjson",1574
234,5000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | ILT_REG_REG_REG(r3,r4,r5) | BRF_ID_REG(c2,r3)","r1=R29;c1=int:0;r2=R31;r3=R19;r4=R27;r5=R37;c2=label@1905","rxjson",1609
235,5000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | ILT_REG_REG_REG(r4,r5,r6)","r1=R30;c1=int:0;r2=R29;r3=R31;r4=R19;r5=R27;r6=R37","rxjson",1606
236,5000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2)","r1=R3;c1=int:0;r2=R1;r3=R28;r4=R24;c2=int:13","rxjson",1227
237,5000,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | NULL_REG(r4)","r1=R2;c1=int:0;r2=R3;r3=R1;r4=R17","rxjson",1123
238,5000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | SETTP_REG_INT(r4,c3)","r1=R1;c1=int:0;r2=R28;r3=R24;c2=int:13;r4=R0;c3=int:256","rxjson",1230
239,5000,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c1) | NULL_REG(r3) | NULL_REG(r4)","r1=R3;c1=int:0;r2=R1;r3=R17;r4=R19","rxjson",1126
240,5000,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | ICOPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R110;c1=int:1;r2=R111;c2=int:5;r3=R112;r4=R51;r5=R113;r6=R103","rxjson",12631
241,5000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c2)","r1=R32;c1=int:1;r2=R30;c2=int:0;r3=R29;r4=R31","rxjson",1603
242,5000,1,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SCOPY_REG_REG(r3,r4) | LOAD_REG_INT(r5,c1)","r1=R0;c1=int:0;r2=R1;c2=int:1;r3=R12;r4=R40;r5=R11","rxjson",9210
243,5000,1,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | NULL_REG(r2) | NULL_REG(r3) | NULL_REG(r4)","r1=R1;c1=int:0;r2=R17;r3=R19;r4=R20","rxjson",1129
244,5000,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | SETTP_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | CALL_REG_FUNC_REG(r4,c4,r1)","r1=R6;c1=int:2;r2=R7;c2=int:256;r3=R8;c3=int:768;r4=R2;c4=func@5472","benchmark_json_parser_opt",88
245,5000,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | STRLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | ILTE_REG_REG_REG(r4,r5,r3)","r1=R11;c1=int:0;r2=R12;r3=R3;r4=R8;r5=R1","rxjson",9219
246,5000,1,1,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3) | SETTP_REG_INT(r1,c4)","r1=R8;c1=string@5336;r2=R6;c2=int:2;r3=R7;c3=int:256;c4=int:768","benchmark_json_parser_opt",85
247,5000,1,1,7,over_3_symbols,"LOAD_REG_STRING(r1,c1) | LOAD_REG_STRING(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r1,c4)","r1=R7;c1=string@3224;r2=R8;c2=string@5336;r3=R6;c3=int:2;c4=int:256","benchmark_json_parser_opt",82
248,5000,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r3,r4)","r1=R41;r2=R0;c1=int:0;r3=R38;r4=R36","rxjson",10665
249,5000,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | LOAD_REG_INT(r4,c2) | ICOPY_REG_REG(r3,r4)","r1=R43;r2=R0;c1=int:0;r3=R33;r4=R31;c2=int:-1","rxjson",11019
250,5000,1,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r3,r4) | UNLINK_REG(r3)","r1=R42;r2=R0;c1=int:0;r3=R38;r4=R9","rxjson",10681
251,5000,1,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | SCOPY_REG_REG(r4,r5) | STOBIN_REG(r4)","r1=R44;r2=R0;c1=int:0;r3=R38;r4=R36;r5=R9","rxjson",11035
252,5000,1,1,7,over_3_symbols,"NULL_REG(r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r7)","r1=R21;r2=R33;r3=R0;r4=R28;r5=R5;r6=R20;r7=R3","rxjson",1485
253,5000,1,1,5,over_3_symbols,"NULL_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c1)","r1=R0;r2=R5;c1=int:0;r3=R2;r4=R3","rxjson",1118
254,5000,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R24;r2=R21;r3=R33;r4=R0;r5=R28;r6=R5","rxjson",1483
255,5000,1,1,5,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | NULL_REG(r3) | COPY_REG_REG(r4,r5)","r1=R25;r2=R24;r3=R21;r4=R33;r5=R0","rxjson",1481
256,5000,1,1,6,over_3_symbols,"NULL_REG(r1) | NULL_REG(r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r6)","r1=R20;r2=R21;r3=R13;r4=R97;r5=R16;r6=R98","rxjson",1136
257,5000,1,1,7,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | ISUB_REG_REG_REG(r6,r7,r5)","r1=R23;r2=R24;r3=R40;r4=R27;r5=R10;r6=R35;r7=R1","rxjson",10449
258,5000,1,1,6,over_3_symbols,"NULL_REG(r1) | SCOPY_REG_REG(r2,r3) | SCOPY_REG_REG(r4,r5) | SCOPY_REG_REG(r6,r2)","r1=R21;r2=R13;r3=R97;r4=R16;r5=R98;r6=R0","rxjson",1138
259,5000,1,1,6,over_3_symbols,"RGTE_REG_REG_STRING(r1,r2,c1) | BRF_ID_REG(c2,r1) | RLTE_REG_REG_STRING(r1,r2,c3) | BRF_ID_REG(c4,r1)","r1=R31;r2=R34;c1=string@324776;c2=label@10941;c3=string@2197360;c4=label@10949","rxjson",10930
260,5000,1,1,8,over_3_symbols,"SCOPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | ISUB_REG_REG_REG(r5,r6,r4) | LOAD_REG_STRING(r7,c1)","r1=R24;r2=R40;r3=R27;r4=R10;r5=R35;r6=R1;r7=R34;c1=string@321248","rxjson",10451
261,5000,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | STRLEN_REG_REG(r3,r1) | COPY_REG_REG(r4,r3)","r1=R12;r2=R40;r3=R11;c1=int:0;r4=R3","rxjson",9216
262,5000,1,1,6,over_3_symbols,"SCOPY_REG_REG(r1,r2) | RGTE_REG_REG_STRING(r3,r1,c1) | BRF_ID_REG(c2,r3) | RLTE_REG_REG_STRING(r3,r1,c3)","r1=R34;r2=R16;r3=R31;c1=string@324776;c2=label@10941;c3=string@2197360","rxjson",10927
263,5000,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | SCOPY_REG_REG(r5,r1) | STOBIN_REG(r5)","r1=R13;r2=R97;r3=R16;r4=R98;r5=R0","rxjson",1140
264,5000,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r4) | STOBIN_REG(r3) | COPY_REG_REG(r5,r3)","r1=R16;r2=R98;r3=R0;r4=R13;r5=R22","rxjson",1143
265,5000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | STOBIN_REG(r1) | BCOPY_REG_REG(r3,r1) | UNLINK_REG(r3)","r1=R36;r2=R9;r3=R38","rxjson",11043
266,5000,1,1,5,over_3_symbols,"SCOPY_REG_REG(r1,r2) | STOBIN_REG(r1) | COPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R0;r2=R13;r3=R22;r4=R23;c1=int:0","rxjson",1146
267,5000,1,1,3,candidate,"SCOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r1)","r1=R38;r2=R9;r3=R35","rxjson",10689
268,5000,1,1,4,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1) | LOAD_REG_INT(r2,c2)","c1=int:1;r1=R0;r2=R5;c2=int:0","rxjson",1114
269,5000,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c2)","c1=int:1;r1=R9;r2=R40;r3=R8;c2=int:0","rxjson",9179
270,5000,1,1,2,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | NULL_REG(r1)","c1=int:1;r1=R0","rxjson",1112
271,5000,1,1,3,candidate,"SETNUMFRM_INT(c1) | SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | SCOPY_REG_REG(r1,r2)","c1=int:1;r1=R9;r2=R40","rxjson",9177
272,5000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | NULL_REG(r1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2)","c1=int:1;r1=R0;r2=R5;c2=int:0;r3=R2","rxjson",1116
273,5000,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | SCOPY_REG_REG(r1,r2) | LOAD_REG_INT(r3,c2) | STRLEN_REG_REG(r3,r1)","c1=int:1;r1=R9;r2=R40;r3=R8;c2=int:0","rxjson",9181
274,5000,1,1,3,candidate,"STOBIN_REG(r1) | BCOPY_REG_REG(r2,r1) | UNLINK_REG(r2) | BR_ID(c1)","r1=R36;r2=R38;c1=label@9228","rxjson",11046
275,5000,1,1,4,over_3_symbols,"STOBIN_REG(r1) | COPY_REG_REG(r2,r1) | LOAD_REG_INT(r3,c1) | BLEN_REG_REG(r3,r2)","r1=R0;r2=R22;r3=R23;c1=int:0","rxjson",1149
276,5000,1,1,6,over_3_symbols,"STRLEN_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | ILTE_REG_REG_REG(r4,r5,r3) | BRF_ID_REG(c1,r4)","r1=R11;r2=R12;r3=R3;r4=R8;r5=R1;c1=label@11055","rxjson",9222
277,5000,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r5,c1) | BRF_ID_REG(c2,r5)","r1=R3;r2=R36;r3=R1;r4=R37;r5=R38;c1=int:0;c2=label@1342","rxjson",1324
278,5000,1,1,7,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | ILT_REG_REG_INT(r4,r5,c1) | BRF_ID_REG(c2,r4)","r1=R19;r2=R28;r3=R17;r4=R29;r5=R18;c1=int:0;c2=label@1218","rxjson",1197
279,5000,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | IEQ_REG_REG_INT(r7,r7,c1)","r1=R2;r2=R35;r3=R3;r4=R36;r5=R1;r6=R37;r7=R38;c1=int:0","rxjson",1321
280,5000,1,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | SWAP_REG_REG(r3,r4) | SWAP_REG_REG(r5,r6) | ILT_REG_REG_INT(r6,r7,c1)","r1=R21;r2=R27;r3=R19;r4=R28;r5=R17;r6=R29;r7=R18;c1=int:0","rxjson",1194
281,5000,1,1,5,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r1,r2,r3) | SCOPY_REG_REG(r1,r4)","r1=R38;r2=R42;r3=R0;c1=int:0;r4=R9","rxjson",10679
282,5000,1,1,7,over_3_symbols,"UNLINK_REG(r1) | MINATTRS_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_REG(r4,r2,r3) | SCOPY_REG_REG(r5,r6)","r1=R33;r2=R44;r3=R0;c1=int:0;r4=R38;r5=R36;r6=R9","rxjson",11033
283,5000,1,1,5,over_3_symbols,"UNLINK_REG(r1) | SCOPY_REG_REG(r1,r2) | SCOPY_REG_REG(r3,r1) | LOAD_REG_INT(r4,c1)","r1=R38;r2=R9;r3=R35;r4=R36;c1=int:0","rxjson",10692
284,1,1,1,4,over_3_symbols,"APPEND_REG_REG(r1,r2) | SAY_REG(r1) | SAY_STRING(c1) | RET_INT(c2)","r1=R8;r2=R2;c1=string@8352;c2=int:0","benchmark_json_parser_opt",149
